niche,Cancer Epithelial,T-cells,Myeloid,CAFs,Endothelial,B-cells,Plasmablasts,PVL,Normal Epithelial
0,2.161269215793086,0.30710508098706457,0.41890869202782544,0.43579670550383276,0.17341975031321213,0.43207893349372445,0.19430737456382788,0.22484052698100337,1.3165650183048037
1,21.330819714549673,1.0049999392899946,2.535749462125672,1.7455416451482295,0.4290772522318896,0.9430226144530963,0.5409028267591188,0.3503052513391326,6.116917568867141
2,8.07092915513916,1.7019555940614604,2.208795759090021,0.852983101302534,0.49865077276198144,1.5803592036827019,1.2494559676968156,0.4289744047566702,2.8119100760078797
3,2.3822843032203838,2.1494422656265475,3.1358925025479203,2.4551096099701724,0.9682398996820659,1.7662398344202759,2.0236652622802462,1.0883999810200262,1.059901987038404
4,4.112345403729223,8.74322726043768,3.222063210870021,0.9688765089358606,1.022626576145929,12.514439534196976,1.0476437860119634,0.7909641292350946,1.4787362324019027
5,14.475437840734838,1.0899979039246401,2.1898245756113113,1.1917515353523283,0.36970858030031956,1.0070255419679737,0.7313912244353927,0.3004638879737587,4.352447033898142
6,0.14910406235287177,0.6471218433857892,0.4457193881048298,0.5514104846660598,0.267165654480363,0.9011332592416067,0.009472496522581031,0.9957200779976473,10.93004778694
7,11.156429500204244,1.6395103047501145,5.7418578396206845,5.977902223462383,1.394957819290153,0.6706329227906767,2.2409439700894085,1.679509987085037,2.815896846371018
