,Androgen,EGFR,Estrogen,Hypoxia,JAK-STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,WNT,p53
0,1.6155236168654616,1.406285445333414,-0.3010868910183681,4.629402232658219,3.8368653275830797,-1.1383061939045267,-1.6979267914949825,-2.9694676563197406,4.923159485445771,2.2751837970253113,-1.6249926623116886,0.12680486114743997,-0.4552475670523552,-6.869256899348531
1,2.2690761676527185,1.6293473942844219,-1.6112829950204806,2.705405742156605,8.317737534446378,-3.039151930487308,-3.089246014456553,-5.613276508089828,2.656536411405401,4.1140320426523616,-1.729461026816842,0.2882492546586539,-1.1673182025605076,-5.922793383838463
2,1.7411753107550267,1.9204933360890182,-1.2005991519541903,2.459814900922905,8.625976409059808,-2.6442195928167758,-2.6391127781239514,-4.536836019335318,3.032040132523497,4.000103343329813,-1.4000362503394839,0.15649522005387262,-1.008535055149394,-6.195105201029853
3,1.6378535906134801,2.3637067575484605,-0.5654855785723596,3.676695425321183,8.945107299466438,-2.870224307992619,-2.114406111482447,-3.8249498895514487,5.957775853461288,4.200789032190572,-1.1154260758748533,-0.05274044235306524,-0.6163015437810977,-5.591922684584554
4,1.3344016634255413,2.185649742597039,-0.6520901878284717,2.631775573879891,12.671921234490549,-2.843781244694797,-2.322412761925466,-4.351352600462701,2.917547762980042,4.58627912165107,-0.32945811629654614,0.1337088469791726,-0.39814147270503186,-5.42559453760009
5,2.0487288755377673,1.7858605445773459,-1.5669070443596713,2.5174979362338163,8.596360827918618,-2.8689747195828605,-2.9699402693455306,-5.092862483261202,2.7410659313243406,4.145281070973413,-1.5621721519365028,0.2675211661549141,-1.1260721959658009,-5.951376602313143
6,3.00041417441359,0.7065374101695853,1.3107832177622731,3.1595726210367925,2.180390869669961,-2.3583298232388192,-1.4074502484762241,-6.375231975521221,3.0944656071639574,2.060183695063097,-1.272291900947816,-0.14357656950998926,-0.9094062823283859,-5.426170278804263
7,2.5141228112258087,2.300929249155848,-1.9077105371993606,3.8789803854420652,6.527119503579468,-2.8404506019399807,-2.5104412542037307,-3.887105379253654,7.754850104909195,4.710951972164235,-1.8877555012297036,0.24009484668097114,-1.0058544877271924,-6.382010194865949
