signature,n,HR_per_SD,HR_CI_low,HR_CI_high,cox_p,logrank_p
TLS,1201,0.8913601960174029,0.7766438924411873,1.0230209839760627,0.10180516541748327,0.859728088183817
JAK_STAT,1201,0.8751658810828337,0.7594404009607583,1.008525907289819,0.0653809604955394,0.17671931085058623
TGFb,1201,1.004028977726158,0.8671322014311296,1.1625380610362421,0.9571242491425483,0.829870412588161
