source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank
Normal Epithelial,Normal Epithelial,ZG16B,CXCR4,0.25802445,1.0,0.045958467,0.031422298286230554,-0.9896558725033312,0.0053031757,0.6929614,1.0,1.0
Myeloid,Normal Epithelial,CCL5,ACKR1,0.2106716,1.0,0.03182533,-0.09699665753718033,-1.3366917980723025,0.0045708218,0.65254915,1.0,1.0
Myeloid,Normal Epithelial,CXCL12,ITGAV,0.17648834,1.0,0.02826092,-0.07526866994347875,-0.5415920517665482,0.005842386,0.63896435,1.0,1.0
PVL,T-cells,CXCL12,ITGB1,0.48338094,1.0,0.23139113,-0.05925580636602738,-0.13361895271772528,0.011701366,0.83509654,1.0,1.0
CAFs,Plasmablasts,GNAI2,CXCR3,0.25924194,0.82,0.05085486,0.02187691210844879,-0.11176947870960524,0.016801344,0.70362496,1.0,1.0
Normal Epithelial,Normal Epithelial,TFF3,CXCR4,0.2026518,1.0,0.033285413,-0.11487179370406003,-0.6575106862937059,0.0039544813,0.65761673,1.0,1.0
CAFs,Plasmablasts,CXCL10,CXCR3,0.19704723,0.0,0.034513965,0.12682093683289156,0.41235645595546866,0.029158916,0.6616854,0.8399338448165751,1.0
CAFs,Plasmablasts,CXCL9,CXCR3,0.23019515,0.0,0.043223176,0.21859930966387903,0.6391165568420181,0.044530768,0.6863953,0.43178447054630964,1.0
CAFs,PVL,CXCL10,ADRA2A,0.25012156,0.0,0.06240193,0.4834583267337367,0.7239833969545291,0.10980637,0.72450715,0.09597540784822821,1.0
Plasmablasts,CAFs,IL15RA,AXL,0.19795376,0.0,0.027676012,0.23998178877810702,0.23699942089940984,0.03076793,0.6365485,0.36435728840864134,1.0
CAFs,Normal Epithelial,TGFB1,CXCR4,0.20613888,1.0,0.034083493,-0.24267028818395864,-1.2850215198818669,0.0019953107,0.6602792,1.0,1.0
CAFs,Normal Epithelial,CXCL10,ACKR1,0.18066916,0.999,0.025908085,-0.027024368690892656,-0.4347599889687831,0.007187593,0.6288787,1.0,1.0
CAFs,Normal Epithelial,CXCL9,ACKR1,0.21381707,0.07,0.032445695,0.06475400414009483,-0.20799988808223369,0.010976712,0.6547345,1.0,1.0
Myeloid,PVL,CXCL11,ADRA2A,0.22015585,0.0,0.04816717,0.6626867772100014,0.7239469653148038,0.30055627,0.69793224,0.09597540784822821,1.0
Myeloid,PVL,CXCL12,AVPR1A,0.21887398,0.0,0.03866706,0.44220111756969477,-0.10128774604337876,0.03862352,0.67428416,0.9171623107494307,1.0
Myeloid,PVL,CXCL12,ITGAV,0.19868985,1.0,0.033711635,-0.02676220906328035,-0.409974986376771,0.0069692135,0.6590477,1.0,1.0
Myeloid,PVL,IL15RA,AXL,0.2708691,0.0,0.054665342,0.43891085184960216,0.4344912692520794,0.060772467,0.71110296,0.09597540784822821,1.0
Plasmablasts,Myeloid,CCL5,CCR1,0.24554983,0.0,0.05577269,0.4578184197089241,-0.3152577941832269,0.042742334,0.71315855,0.7625597954151865,1.0
Plasmablasts,Myeloid,CCL5,CCRL2,0.24174526,0.0,0.05441595,0.40155342449258236,-0.26359190452839565,0.038247015,0.7106331,0.9329227445710709,1.0
CAFs,Myeloid,IL15RA,AXL,0.23807943,0.0,0.056678202,0.3732191017966936,0.3592020329006804,0.0630102,0.71480304,0.11569757584249246,1.0
CAFs,Myeloid,CXCL10,SDC4,0.18965906,0.813,0.03063184,-0.03513270223154179,0.23195661504162177,0.009891753,0.6482035,1.0,1.0
CAFs,Myeloid,CXCL10,TLR4,0.24974406,0.0,0.062203575,0.4962894786739105,0.6641565230083543,0.100842856,0.72418934,0.09597540784822821,1.0
Myeloid,Plasmablasts,CCL20,CXCR3,0.17899233,0.0,0.029770263,0.38139054128624444,0.6917079997635345,0.1139801,0.6449438,0.107652199964666,1.0
Myeloid,Plasmablasts,CCL5,CXCR3,0.22704968,0.05,0.04239674,0.05684864798660389,-0.4895753531480507,0.018543094,0.6843138,1.0,1.0
Myeloid,Plasmablasts,CXCL11,CXCR3,0.16708153,0.0,0.026640844,0.30604938730915626,0.41232002431574344,0.079812266,0.63212746,0.2104529040281356,1.0
Myeloid,Plasmablasts,CXCL12,CXCR4,0.26191634,1.0,0.04923444,-0.24944930407899285,-1.3583667549576657,0.0026837836,0.70023745,1.0,1.0
Myeloid,Plasmablasts,TGFB1,CXCR4,0.5041062,0.609,0.2435081,0.13239269113059546,-0.549293460695881,0.014255414,0.8385809,1.0,1.0
Plasmablasts,Normal Epithelial,CCL5,SDC1,0.2167656,1.0,0.045508012,-0.009544090982867473,-0.6403870701845131,0.009092933,0.6919126,1.0,1.0
Myeloid,T-cells,CXCL12,CXCR3,0.2741568,0.0,0.052239604,0.34749251330790065,0.005161741728294533,0.02469911,0.70641845,0.8728242978923175,1.0
Myeloid,T-cells,CXCL12,ITGA4,0.25583702,0.0,0.047741897,0.1574359068291203,-0.13581447508991917,0.013335401,0.6969966,1.0,1.0
Myeloid,T-cells,CXCL9,CXCR3,0.5033953,0.0,0.24734822,0.8279799151518495,1.3157234662609882,0.25483105,0.83963716,0.021705427819988923,1.0
Plasmablasts,PVL,CCL5,ADRA2A,0.20791066,0.032,0.04235027,0.3371766561394556,-0.3324880998268094,0.038579706,0.68419534,1.0,1.0
Plasmablasts,PVL,IL15RA,AXL,0.24915247,0.0,0.036960445,0.3738833974827937,0.39804047571515744,0.041089606,0.6693078,0.12662849457968994,1.0
CAFs,Endothelial,CXCL10,TLR4,0.18174867,0.0,0.026475322,0.19034754116708147,0.4737983912768725,0.04292112,0.63140255,0.5328000754664269,1.0
Plasmablasts,Plasmablasts,TGFB1,CXCR4,0.26117954,1.0,0.04864341,-0.2733267724057348,-1.0736555151144125,0.0028476752,0.69896835,1.0,1.0
CAFs,Cancer Epithelial,TGFB1,CXCR4,0.20392528,1.0,0.03276489,-0.2444740255960174,-1.282200676207634,0.0019181174,0.6558401,1.0,1.0
Plasmablasts,T-cells,GNAI2,CXCR3,0.26712215,0.464,0.04625229,0.22687816718880924,0.09522780523946728,0.015280754,0.693639,1.0,1.0
T-cells,Cancer Epithelial,TGFB1,CXCR4,0.2835466,1.0,0.0502827,-0.11149595219531153,-0.9708005637224573,0.0029436424,0.70244384,1.0,1.0
CAFs,CAFs,CXCL10,SDC4,0.18969098,0.824,0.03064861,-0.0350718763155214,0.23088041562747755,0.009897169,0.64826596,1.0,1.0
B-cells,Plasmablasts,GNAI2,CXCR3,0.20769179,1.0,0.037310693,-0.05063422413814078,-0.12589818029325478,0.012326644,0.6703508,1.0,1.0
B-cells,PVL,CCL5,ADRA2A,0.20570463,0.041,0.04130234,0.33484552993187805,-0.38183041359280345,0.037625074,0.6814822,1.0,1.0
B-cells,Normal Epithelial,TGFB1,CXCR4,0.2286193,1.0,0.039228555,-0.20512498848290323,-1.1400591251146193,0.0022965122,0.6758653,1.0,1.0
B-cells,Normal Epithelial,CCL5,SDC1,0.21455958,1.0,0.044381943,-0.011875217190444987,-0.6897293839505072,0.008867933,0.6892356,1.0,1.0
T-cells,Normal Epithelial,CXCL13,ACKR1,0.26733094,0.0,0.042999994,0.21961190246237672,0.31436763166612514,0.019832838,0.68583786,0.7453671236239671,1.0
T-cells,Normal Epithelial,TGFB1,CXCR4,0.28576016,1.0,0.0523063,-0.10969221478325275,-0.9736214073966902,0.0030621071,0.7065508,1.0,1.0
Normal Epithelial,Cancer Epithelial,TFF3,CXCR4,0.20043823,1.0,0.031997688,-0.11667553111611881,-0.6546898426194729,0.003801493,0.65316117,1.0,1.0
Normal Epithelial,Cancer Epithelial,ZG16B,CXCR4,0.2558109,1.0,0.044180453,0.02961856087417178,-0.9868350288290982,0.00509801,0.6887481,1.0,1.0
B-cells,Myeloid,CCL5,CCR1,0.24334382,0.0,0.054392625,0.4554872935013466,-0.364600107949221,0.0416847,0.710589,0.7958213594812857,1.0
B-cells,Myeloid,CCL5,CCRL2,0.23953925,0.0,0.053069457,0.39922229828500483,-0.3129342182943897,0.037300617,0.70805013,0.9778732733868073,1.0
T-cells,Plasmablasts,CXCL13,CCR10,0.26645738,0.0,0.042238172,0.4374834813981089,1.2179099316937305,0.124853164,0.6839089,0.09597540784822821,1.0
B-cells,Cancer Epithelial,TGFB1,CXCR4,0.22640571,1.0,0.0377109,-0.206928725894962,-1.1372382814403863,0.0022076662,0.6715285,1.0,1.0
T-cells,Plasmablasts,GNAI2,CXCR3,0.22094989,1.0,0.040794097,-0.031985291486735415,-0.1000000129692048,0.013477485,0.6801368,1.0,1.0
